MiniDOT Logger Concatenated Data File
Sensor:             7392-985841
Concatenation Date: 2023jun23 16:15:51 CLT

DO concentration compensated for salinity: 34.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,                 Hora de Chile,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1687204500,           2023-06-19 19:55:00,           2023-06-19 15:55:00,      2.510000,     14.732000,          7.292323,                    88.617697,      0.793000
                1687205400,           2023-06-19 20:10:00,           2023-06-19 16:10:00,      2.510000,     14.654000,          7.321382,                    88.832009,      0.792000
                1687206300,           2023-06-19 20:25:00,           2023-06-19 16:25:00,      2.510000,     14.637000,          7.345508,                    89.094394,      0.793000
                1687207200,           2023-06-19 20:40:00,           2023-06-19 16:40:00,      2.510000,     14.637000,          7.351998,                    89.173108,      0.792000
                1687208100,           2023-06-19 20:55:00,           2023-06-19 16:55:00,      2.510000,     14.637000,          7.334152,                    88.956645,      0.790000
                1687209000,           2023-06-19 21:10:00,           2023-06-19 17:10:00,      2.510000,     14.611000,          7.342753,                    89.014578,      0.790000
                1687209900,           2023-06-19 21:25:00,           2023-06-19 17:25:00,      2.510000,     14.603000,          7.328865,                    88.831959,      0.788000
                1687210800,           2023-06-19 21:40:00,           2023-06-19 17:40:00,      2.510000,     14.568000,          7.342221,                    88.931405,      0.789000
                1687211700,           2023-06-19 21:55:00,           2023-06-19 17:55:00,      2.510000,     14.585000,          7.338376,                    88.915145,      0.789000
                1687212600,           2023-06-19 22:10:00,           2023-06-19 18:10:00,      2.510000,     14.629000,          7.308906,                    88.636223,      0.787000
                1687213500,           2023-06-19 22:25:00,           2023-06-19 18:25:00,      2.510000,     14.603000,          7.341843,                    88.989271,      0.788000
                1687214400,           2023-06-19 22:40:00,           2023-06-19 18:40:00,      2.510000,     14.611000,          7.349243,                    89.093248,      0.789000
                1687215300,           2023-06-19 22:55:00,           2023-06-19 18:55:00,      2.510000,     14.620000,          7.363144,                    89.277879,      0.789000
                1687216200,           2023-06-19 23:10:00,           2023-06-19 19:10:00,      2.510000,     14.629000,          7.359200,                    89.246150,      0.789000
                1687217100,           2023-06-19 23:25:00,           2023-06-19 19:25:00,      2.510000,     14.637000,          7.361733,                    89.291179,      0.789000
                1687218000,           2023-06-19 23:40:00,           2023-06-19 19:40:00,      2.510000,     14.594000,          7.376611,                    89.394557,      0.789000
                1687218900,           2023-06-19 23:55:00,           2023-06-19 19:55:00,      2.510000,     14.611000,          7.354921,                    89.162084,      0.788000
                1687219800,           2023-06-20 00:10:00,           2023-06-19 20:10:00,      2.510000,     14.620000,          7.344487,                    89.051660,      0.787000
                1687220700,           2023-06-20 00:25:00,           2023-06-19 20:25:00,      2.510000,     14.585000,          7.377311,                    89.386896,      0.789000
                1687221600,           2023-06-20 00:40:00,           2023-06-19 20:40:00,      2.510000,     14.594000,          7.350655,                    89.079995,      0.787000
                1687222500,           2023-06-20 00:55:00,           2023-06-19 20:55:00,      2.510000,     14.577000,          7.359366,                    89.155167,      0.788000
                1687223400,           2023-06-20 01:10:00,           2023-06-19 21:10:00,      2.510000,     14.568000,          7.347899,                    89.000177,      0.789000
                1687224300,           2023-06-20 01:25:00,           2023-06-19 21:25:00,      2.510000,     14.585000,          7.303497,                    88.492535,      0.788000
                1687225200,           2023-06-20 01:40:00,           2023-06-19 21:40:00,      2.510000,     14.568000,          7.301665,                    88.440180,      0.788000
                1687226100,           2023-06-20 01:55:00,           2023-06-19 21:55:00,      2.510000,     14.551000,          7.285234,                    88.211067,      0.787000
                1687227000,           2023-06-20 02:10:00,           2023-06-19 22:10:00,      2.510000,     14.559000,          7.335621,                    88.835419,      0.788000
                1687227900,           2023-06-20 02:25:00,           2023-06-19 22:25:00,      2.510000,     14.525000,          7.348988,                    88.936587,      0.787000
                1687228800,           2023-06-20 02:40:00,           2023-06-19 22:40:00,      2.510000,     14.568000,          7.333299,                    88.823336,      0.788000
                1687229700,           2023-06-20 02:55:00,           2023-06-19 22:55:00,      2.510000,     14.534000,          7.326390,                    88.679125,      0.788000
                1687230600,           2023-06-20 03:10:00,           2023-06-19 23:10:00,      2.510000,     14.534000,          7.308546,                    88.463146,      0.788000
