MiniDOT Logger Concatenated Data File
Sensor:             7392-011074
Concatenation Date: 2023jun23 16:27:33 CLT

DO concentration compensated for salinity: 34.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,                 Hora de Chile,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1687203660,           2023-06-19 19:41:00,           2023-06-19 15:41:00,      3.100000,     14.757000,          7.385937,                    89.800209,      0.932000
                1687204560,           2023-06-19 19:56:00,           2023-06-19 15:56:00,      3.100000,     14.645000,          7.373189,                    89.444470,      0.933000
                1687205460,           2023-06-19 20:11:00,           2023-06-19 16:11:00,      3.100000,     14.653000,          7.348951,                    89.164731,      0.934000
                1687206360,           2023-06-19 20:26:00,           2023-06-19 16:26:00,      3.100000,     14.653000,          7.323803,                    88.859608,      0.933000
                1687207260,           2023-06-19 20:41:00,           2023-06-19 16:41:00,      3.100000,     14.636000,          7.312237,                    88.689059,      0.933000
                1687208160,           2023-06-19 20:56:00,           2023-06-19 16:56:00,      3.100000,     14.645000,          7.301801,                    88.578465,      0.933000
                1687209060,           2023-06-19 21:11:00,           2023-06-19 17:11:00,      3.100000,     14.636000,          7.295201,                    88.482439,      0.933000
                1687209960,           2023-06-19 21:26:00,           2023-06-19 17:26:00,      3.100000,     14.627000,          7.290223,                    88.406118,      0.933000
                1687210860,           2023-06-19 21:41:00,           2023-06-19 17:41:00,      3.100000,     14.610000,          7.361398,                    89.238814,      0.934000
                1687211760,           2023-06-19 21:56:00,           2023-06-19 17:56:00,      3.100000,     14.610000,          7.380866,                    89.474817,      0.932000
                1687212660,           2023-06-19 22:11:00,           2023-06-19 18:11:00,      3.100000,     14.593000,          7.404989,                    89.736658,      0.934000
                1687213560,           2023-06-19 22:26:00,           2023-06-19 18:26:00,      3.100000,     14.601000,          7.377510,                    89.417991,      0.934000
                1687214460,           2023-06-19 22:41:00,           2023-06-19 18:41:00,      3.100000,     14.610000,          7.353286,                    89.140479,      0.933000
                1687215360,           2023-06-19 22:56:00,           2023-06-19 18:56:00,      3.100000,     14.567000,          7.360053,                    89.145606,      0.934000
                1687216260,           2023-06-19 23:11:00,           2023-06-19 19:11:00,      3.100000,     14.601000,          7.335329,                    88.906750,      0.934000
                1687217160,           2023-06-19 23:26:00,           2023-06-19 19:26:00,      3.100000,     14.584000,          7.320519,                    88.696998,      0.933000
                1687218060,           2023-06-19 23:41:00,           2023-06-19 19:41:00,      3.100000,     14.575000,          7.336630,                    88.876162,      0.934000
                1687218960,           2023-06-19 23:56:00,           2023-06-19 19:56:00,      3.100000,     14.584000,          7.313218,                    88.608546,      0.933000
                1687219860,           2023-06-20 00:11:00,           2023-06-19 20:11:00,      3.100000,     14.584000,          7.294562,                    88.382504,      0.932000
                1687220760,           2023-06-20 00:26:00,           2023-06-19 20:26:00,      3.100000,     14.601000,          7.243668,                    87.795785,      0.933000
                1687221660,           2023-06-20 00:41:00,           2023-06-19 20:41:00,      3.100000,     14.558000,          7.217999,                    87.409243,      0.933000
                1687222560,           2023-06-20 00:56:00,           2023-06-19 20:56:00,      3.100000,     14.584000,          7.305107,                    88.510267,      0.933000
                1687223460,           2023-06-20 01:11:00,           2023-06-19 21:11:00,      3.100000,     14.610000,          7.242967,                    87.803126,      0.933000
                1687224360,           2023-06-20 01:26:00,           2023-06-19 21:26:00,      3.100000,     14.558000,          7.210699,                    87.320842,      0.934000
                1687225260,           2023-06-20 01:41:00,           2023-06-19 21:41:00,      3.100000,     14.593000,          7.166511,                    86.846683,      0.933000
                1687226160,           2023-06-20 01:56:00,           2023-06-19 21:56:00,      3.100000,     14.567000,          7.153219,                    86.640412,      0.933000
                1687227060,           2023-06-20 02:11:00,           2023-06-19 22:11:00,      3.100000,     14.541000,          7.186160,                    86.993992,      0.934000
                1687227960,           2023-06-20 02:26:00,           2023-06-19 22:26:00,      3.100000,     14.541000,          7.155339,                    86.620880,      0.933000
                1687228860,           2023-06-20 02:41:00,           2023-06-19 22:41:00,      3.100000,     14.593000,          7.147043,                    86.610767,      0.932000
                1687229760,           2023-06-20 02:56:00,           2023-06-19 22:56:00,      3.100000,     14.558000,          7.140133,                    86.466296,      0.933000
                1687230660,           2023-06-20 03:11:00,           2023-06-19 23:11:00,      3.100000,     14.567000,          7.104552,                    86.050954,      0.934000
                1687231560,           2023-06-20 03:26:00,           2023-06-19 23:26:00,      3.100000,     14.575000,          7.028402,                    85.142282,      0.933000
                1687232460,           2023-06-20 03:41:00,           2023-06-19 23:41:00,      3.100000,     14.541000,          7.032866,                    85.138251,      0.934000
                1687233360,           2023-06-20 03:56:00,           2023-06-19 23:56:00,      3.100000,     14.567000,          7.085897,                    85.824996,      0.934000
                1687234260,           2023-06-20 04:11:00,           2023-06-20 00:11:00,      3.100000,     14.567000,          7.099686,                    85.992009,      0.933000
                1687235160,           2023-06-20 04:26:00,           2023-06-20 00:26:00,      3.100000,     14.558000,          7.020090,                    85.012586,      0.933000
                1687236060,           2023-06-20 04:41:00,           2023-06-20 00:41:00,      3.100000,     14.549000,          7.093792,                    85.889604,      0.934000
                1687236960,           2023-06-20 04:56:00,           2023-06-20 00:56:00,      3.100000,     14.558000,          7.106067,                    86.053757,      0.933000
                1687237860,           2023-06-20 05:11:00,           2023-06-20 01:11:00,      3.100000,     14.567000,          7.067241,                    85.599037,      0.933000
                1687238760,           2023-06-20 05:26:00,           2023-06-20 01:26:00,      3.100000,     14.558000,          7.141755,                    86.485941,      0.934000
                1687239660,           2023-06-20 05:41:00,           2023-06-20 01:41:00,      3.100000,     14.524000,          7.165677,                    86.716438,      0.934000
                1687240560,           2023-06-20 05:56:00,           2023-06-20 01:56:00,      3.100000,     14.549000,          7.122992,                    86.243140,      0.933000
