MiniDOT Logger Concatenated Data File
Sensor:             7392-961548
Concatenation Date: 2023jun23 16:24:47 CLT

DO concentration compensated for salinity: 34.0 (ppt)
Saturation computed at elevation: 0.0 (meter)

            Unix Timestamp,               UTC_Date_&_Time,                 Hora de Chile,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                  (Second),                        (none),                        (none),        (Volt),       (deg C),            (mg/l),                          (%),        (none)
                1687203300,           2023-06-19 19:35:00,           2023-06-19 15:35:00,      2.510000,     14.767000,          7.252182,                    88.191613,      0.986000
                1687204200,           2023-06-19 19:50:00,           2023-06-19 15:50:00,      2.510000,     14.689000,          7.313700,                    88.801027,      0.987000
                1687205100,           2023-06-19 20:05:00,           2023-06-19 16:05:00,      2.500000,     14.689000,          7.290984,                    88.525217,      0.984000
                1687206000,           2023-06-19 20:20:00,           2023-06-19 16:20:00,      2.510000,     14.680000,          7.305477,                    88.685198,      0.985000
                1687206900,           2023-06-19 20:35:00,           2023-06-19 16:35:00,      2.500000,     14.698000,          7.305698,                    88.719850,      0.985000
                1687207800,           2023-06-19 20:50:00,           2023-06-19 16:50:00,      2.510000,     14.680000,          7.310344,                    88.744289,      0.985000
                1687208700,           2023-06-19 21:05:00,           2023-06-19 17:05:00,      2.500000,     14.663000,          7.283364,                    88.386665,      0.984000
                1687209600,           2023-06-19 21:20:00,           2023-06-19 17:20:00,      2.510000,     14.655000,          7.325450,                    88.883154,      0.987000
                1687210500,           2023-06-19 21:35:00,           2023-06-19 17:35:00,      2.500000,     14.672000,          7.307001,                    88.689492,      0.986000
                1687211400,           2023-06-19 21:50:00,           2023-06-19 17:50:00,      2.510000,     14.655000,          7.310848,                    88.705978,      0.987000
                1687212300,           2023-06-19 22:05:00,           2023-06-19 18:05:00,      2.500000,     14.646000,          7.318038,                    88.777213,      0.985000
                1687213200,           2023-06-19 22:20:00,           2023-06-19 18:20:00,      2.500000,     14.646000,          7.327773,                    88.895307,      0.986000
                1687214100,           2023-06-19 22:35:00,           2023-06-19 18:35:00,      2.500000,     14.672000,          7.357299,                    89.299989,      0.988000
                1687215000,           2023-06-19 22:50:00,           2023-06-19 18:50:00,      2.500000,     14.655000,          7.336807,                    89.020957,      0.986000
                1687215900,           2023-06-19 23:05:00,           2023-06-19 19:05:00,      2.500000,     14.680000,          7.335494,                    89.049591,      0.986000
                1687216800,           2023-06-19 23:20:00,           2023-06-19 19:20:00,      2.500000,     14.672000,          7.332961,                    89.004588,      0.986000
                1687217700,           2023-06-19 23:35:00,           2023-06-19 19:35:00,      2.500000,     14.672000,          7.337017,                    89.053821,      0.985000
                1687218600,           2023-06-19 23:50:00,           2023-06-19 19:50:00,      2.510000,     14.655000,          7.355466,                    89.247348,      0.986000
                1687219500,           2023-06-20 00:05:00,           2023-06-19 20:05:00,      2.500000,     14.672000,          7.336206,                    89.043975,      0.985000
                1687220400,           2023-06-20 00:20:00,           2023-06-19 20:20:00,      2.510000,     14.655000,          7.359522,                    89.296564,      0.986000
                1687221300,           2023-06-20 00:35:00,           2023-06-19 20:35:00,      2.510000,     14.663000,          7.346641,                    89.154560,      0.986000
                1687222200,           2023-06-20 00:50:00,           2023-06-19 20:50:00,      2.500000,     14.663000,          7.353942,                    89.243163,      0.985000
                1687223100,           2023-06-20 01:05:00,           2023-06-19 21:05:00,      2.500000,     14.637000,          7.319550,                    88.779538,      0.985000
                1687224000,           2023-06-20 01:20:00,           2023-06-19 21:20:00,      2.500000,     14.637000,          7.317927,                    88.759860,      0.985000
                1687224900,           2023-06-20 01:35:00,           2023-06-19 21:35:00,      2.500000,     14.620000,          7.335564,                    88.943468,      0.986000
                1687225800,           2023-06-20 01:50:00,           2023-06-19 21:50:00,      2.500000,     14.655000,          7.363578,                    89.345779,      0.988000
                1687226700,           2023-06-20 02:05:00,           2023-06-19 22:05:00,      2.500000,     14.585000,          7.366766,                    89.259130,      0.986000
                1687227600,           2023-06-20 02:20:00,           2023-06-19 22:20:00,      2.500000,     14.655000,          7.315715,                    88.765037,      0.987000
                1687228500,           2023-06-20 02:35:00,           2023-06-19 22:35:00,      2.500000,     14.620000,          7.347732,                    89.091002,      0.986000
                1687229400,           2023-06-20 02:50:00,           2023-06-19 22:50:00,      2.500000,     14.620000,          7.358277,                    89.218865,      0.986000
                1687230300,           2023-06-20 03:05:00,           2023-06-19 23:05:00,      2.500000,     14.620000,          7.323396,                    88.795934,      0.984000
                1687231200,           2023-06-20 03:20:00,           2023-06-19 23:20:00,      2.500000,     14.629000,          7.361634,                    89.275663,      0.986000
                1687232100,           2023-06-20 03:35:00,           2023-06-19 23:35:00,      2.500000,     14.655000,          7.343297,                    89.099702,      0.985000
                1687233000,           2023-06-20 03:50:00,           2023-06-19 23:50:00,      2.500000,     14.620000,          7.331508,                    88.894290,      0.984000
                1687233900,           2023-06-20 04:05:00,           2023-06-20 00:05:00,      2.510000,     14.603000,          7.384024,                    89.500534,      0.987000
                1687234800,           2023-06-20 04:20:00,           2023-06-20 00:20:00,      2.510000,     14.620000,          7.351788,                    89.140180,      0.985000
                1687235700,           2023-06-20 04:35:00,           2023-06-20 00:35:00,      2.500000,     14.629000,          7.333242,                    88.931349,      0.985000
                1687236600,           2023-06-20 04:50:00,           2023-06-20 00:50:00,      2.500000,     14.611000,          7.331397,                    88.876907,      0.984000
                1687237500,           2023-06-20 05:05:00,           2023-06-20 01:05:00,      2.500000,     14.629000,          7.351899,                    89.157612,      0.986000
                1687238400,           2023-06-20 05:20:00,           2023-06-20 01:20:00,      2.510000,     14.611000,          7.351676,                    89.122749,      0.986000
